review_id,app,platform,rating,title,body,date,version,username
6fdcc405-537e-4e4f-9431-2570fc00fe25,Michael,android,5,,자동차를 소유한 사람이라면 꼭 필요한 필수 엡,2026-07-06T11:13:33,2026.06.11,Google 사용자
30511410-1ce2-4a2b-89bc-47bb5bf57244,Michael,android,5,,예약이 편리하고 신뢰가 갑니다,2026-07-06T11:09:50,2026.06.11,Google 사용자
dcd8fd12-10ac-4c23-acad-d090f9788606,Michael,android,2,,플레오스 연동 후 주행거리 연동하려고 하면 등록된 차량이 없습니다 라고만 뜨는데 이거 해결방법 없나요?,2026-07-05T18:59:50,2026.06.11,Google 사용자
41a9cb7b-89f4-434c-acd6-93c76c5b4343,Michael,android,5,,여러대의 차량 관리 및 정비사항을 꼼꼼히 기록하기 좋아요.,2026-07-05T13:58:46,2026.06.11,Google 사용자
08708d1f-dd02-464e-89b8-15709f64384f,Michael,android,4,,차량 관리에 도움을 줍니다,2026-07-05T09:18:07,2026.06.11,Google 사용자
e7866634-05dd-4c5c-aed6-0ce04f157c1c,Michael,android,5,,사장남 친절하고 확실하게 일 처리하십니다.,2026-07-04T23:33:27,2026.06.11,Google 사용자
9fcd429d-eb6f-4476-a2c4-2c2d70ed8752,Michael,android,4,,1년전부터인가 연비계산기능 삐꾸댐. 6개월전부터는 사진업로드 기능도 삐꾸됨...,2026-07-04T20:21:23,2026.06.11,Google 사용자
0ea450cb-8188-4965-a5a3-4dbaa6508b35,Michael,android,5,,꼼꼼하게 잘되어있음 찾아보기도 쉽고 좋은앱,2026-07-04T18:03:47,2026.06.11,Google 사용자
986b481f-9d38-4278-9720-059660240802,Michael,android,5,,예약도 쉽고 정비소 선택도 다양합니다.,2026-07-04T16:03:15,2026.06.11,Google 사용자
2a34a9d1-4108-4ab9-9ce2-1665f581e1f6,Michael,android,3,,"점점 산으로 가는 중. 차계부에서 광고보기를 강제함 주유소 안나오는데 있음. 윈터, 섬머타이어 구분 불가. 주유등록하는데 gps안키면 등록이 불가. 갑자기 타이어 위치교환한것을 타이어 교환한걸로 됨. 업데이트해도 동일함.",2026-07-04T10:59:45,2026.06.11,Google 사용자
0ee4af33-4028-4b21-8408-05dd36b9fc08,Michael,android,5,,쓰기편하고 좋네요,2026-07-04T09:46:53,2026.06.11,Google 사용자
81679512-0efa-4592-97f0-17da7cc09f0b,Michael,android,5,,핸드폰 교체해서 앱 설치를 새로 하고 나니 모든 기록이 25년도까지만 있어요,2026-07-04T01:18:35,2026.06.11,Google 사용자
0acefc33-d761-440b-88ef-8a778bf7571d,Michael,android,5,,가까운 곳을 우선 순위로 정비하고 가격도 대리점 보다 저렴해서 좋았어요.,2026-07-03T17:47:18,2026.06.11,Google 사용자
58cb4d31-6df1-45aa-b7fe-abd565d50c05,Michael,android,5,,좋은 어플이네요! 차량관리가 참 편해졌어요,2026-07-03T17:21:03,2026.06.11,Google 사용자
8f82b4de-98db-4cc0-a84e-468e35d66a57,Michael,android,5,,좋은 정보와 관리하기 좋음,2026-07-03T16:40:44,2026.06.11,Google 사용자
92f66389-932e-4e43-8fc0-7ac7daae62d7,Michael,android,5,,엔진룸도 깨끗하게 청소도 해주시고 친절해서 좋습니다~~^^,2026-07-03T16:18:14,2026.06.11,Google 사용자
b2379ef6-8e15-4c0f-bd48-4bb02990eb18,Michael,android,5,,편하게 이용할수있어요 상담원도 친절할게 알려주고요,2026-07-03T15:08:01,2026.06.11,Google 사용자
8375fc0c-24d0-4188-89d8-c214b225f57b,Michael,android,5,,첨 해보는 예약 이었어요 정말 새로운경험 이었어요~~~ 또다시 세차를 맡길랍니다....,2026-07-03T15:02:02,2026.06.11,Google 사용자
